"from","to","weight"
"Amygdala_L_t_1","Amygdala_L_t_0",100
"Amygdala_R_t_0","Amygdala_L_t_0",49
"Amygdala_R_t_1","Amygdala_L_t_0",4
"Angular_L_t_0","Amygdala_L_t_0",44
"Angular_R_t_0","Amygdala_L_t_0",33
"Calcarine_L_t_0","Amygdala_L_t_0",67
"Calcarine_R_t_0","Amygdala_L_t_0",62
"Caudate_L_t_0","Amygdala_L_t_0",51
"Caudate_R_t_0","Amygdala_L_t_0",36
"Cerebelum_10_L_t_0","Amygdala_L_t_0",32
"Cerebelum_10_R_t_0","Amygdala_L_t_0",36
"Cerebelum_3_L_t_0","Amygdala_L_t_0",45
"Cerebelum_3_R_t_0","Amygdala_L_t_0",28
"Cerebelum_4_5_L_t_0","Amygdala_L_t_0",44
"Cerebelum_4_5_R_t_0","Amygdala_L_t_0",56
"Cerebelum_6_L_t_0","Amygdala_L_t_0",47
"Cerebelum_6_R_t_0","Amygdala_L_t_0",49
"Cerebelum_7b_L_t_0","Amygdala_L_t_0",32
"Cerebelum_7b_R_t_0","Amygdala_L_t_0",32
"Cerebelum_8_L_t_0","Amygdala_L_t_0",23
"Cerebelum_8_R_t_0","Amygdala_L_t_0",43
"Cerebelum_9_L_t_0","Amygdala_L_t_0",30
"Cerebelum_9_R_t_0","Amygdala_L_t_0",32
"Cerebelum_Crus1_L_t_0","Amygdala_L_t_0",31
"Cerebelum_Crus1_R_t_0","Amygdala_L_t_0",34
"Cerebelum_Crus2_L_t_0","Amygdala_L_t_0",25
"Cerebelum_Crus2_R_t_0","Amygdala_L_t_0",29
"Cingulum_Ant_L_t_0","Amygdala_L_t_0",66
"Cingulum_Ant_R_t_0","Amygdala_L_t_0",55
"Cingulum_Mid_L_t_0","Amygdala_L_t_0",65
"Cingulum_Mid_R_t_0","Amygdala_L_t_0",45
"Cingulum_Post_L_t_0","Amygdala_L_t_0",41
"Cingulum_Post_R_t_0","Amygdala_L_t_0",33
"Cuneus_L_t_0","Amygdala_L_t_0",44
"Cuneus_R_t_0","Amygdala_L_t_0",41
"DVARS_t_0","Amygdala_L_t_0",39
"DVARS_t_1","Amygdala_L_t_0",23
"Frontal_Inf_Oper_L_t_0","Amygdala_L_t_0",57
"Frontal_Inf_Oper_R_t_0","Amygdala_L_t_0",33
"Frontal_Inf_Orb_L_t_0","Amygdala_L_t_0",57
"Frontal_Inf_Orb_R_t_0","Amygdala_L_t_0",27
"Frontal_Inf_Tri_L_t_0","Amygdala_L_t_0",39
"Frontal_Inf_Tri_R_t_0","Amygdala_L_t_0",47
"Frontal_Med_Orb_L_t_0","Amygdala_L_t_0",36
"Frontal_Med_Orb_R_t_0","Amygdala_L_t_0",25
"Frontal_Mid_L_t_0","Amygdala_L_t_0",27
"Frontal_Mid_Orb_L_t_0","Amygdala_L_t_0",48
"Frontal_Mid_Orb_R_t_0","Amygdala_L_t_0",45
"Frontal_Mid_R_t_0","Amygdala_L_t_0",36
"Frontal_Sup_L_t_0","Amygdala_L_t_0",33
"Frontal_Sup_Medial_L_t_0","Amygdala_L_t_0",46
"Frontal_Sup_Medial_R_t_0","Amygdala_L_t_0",61
"Frontal_Sup_Orb_L_t_0","Amygdala_L_t_0",38
"Frontal_Sup_Orb_R_t_0","Amygdala_L_t_0",37
"Frontal_Sup_R_t_0","Amygdala_L_t_0",26
"Fusiform_L_t_0","Amygdala_L_t_0",39
"Fusiform_R_t_0","Amygdala_L_t_0",36
"Heschl_L_t_0","Amygdala_L_t_0",35
"Heschl_R_t_0","Amygdala_L_t_0",30
"Hippocampus_L_t_0","Amygdala_L_t_0",76
"Hippocampus_R_t_0","Amygdala_L_t_0",55
"Insula_L_t_0","Amygdala_L_t_0",79
"Insula_R_t_0","Amygdala_L_t_0",49
"Lingual_L_t_0","Amygdala_L_t_0",55
"Lingual_R_t_0","Amygdala_L_t_0",60
"Lingual_R_t_1","Amygdala_L_t_0",1
"Occipital_Inf_L_t_0","Amygdala_L_t_0",39
"Occipital_Inf_R_t_0","Amygdala_L_t_0",43
"Occipital_Mid_L_t_0","Amygdala_L_t_0",40
"Occipital_Mid_R_t_0","Amygdala_L_t_0",38
"Occipital_Sup_L_t_0","Amygdala_L_t_0",45
"Occipital_Sup_R_t_0","Amygdala_L_t_0",54
"Olfactory_L_t_0","Amygdala_L_t_0",42
"Olfactory_L_t_1","Amygdala_L_t_0",4
"Olfactory_R_t_0","Amygdala_L_t_0",36
"Pallidum_L_t_0","Amygdala_L_t_0",28
"Pallidum_R_t_0","Amygdala_L_t_0",28
"Paracentral_Lobule_L_t_0","Amygdala_L_t_0",27
"Paracentral_Lobule_R_t_0","Amygdala_L_t_0",43
"ParaHippocampal_L_t_0","Amygdala_L_t_0",48
"ParaHippocampal_R_t_0","Amygdala_L_t_0",39
"Parietal_Inf_L_t_0","Amygdala_L_t_0",50
"Parietal_Inf_R_t_0","Amygdala_L_t_0",36
"Parietal_Sup_L_t_0","Amygdala_L_t_0",49
"Parietal_Sup_R_t_0","Amygdala_L_t_0",41
"Postcentral_L_t_0","Amygdala_L_t_0",57
"Postcentral_R_t_0","Amygdala_L_t_0",49
"Precentral_L_t_0","Amygdala_L_t_0",45
"Precentral_R_t_0","Amygdala_L_t_0",30
"Precuneus_L_t_0","Amygdala_L_t_0",61
"Precuneus_R_t_0","Amygdala_L_t_0",53
"Putamen_L_t_0","Amygdala_L_t_0",56
"Putamen_R_t_0","Amygdala_L_t_0",21
"Rectus_L_t_0","Amygdala_L_t_0",43
"Rectus_R_t_0","Amygdala_L_t_0",33
"Rolandic_Oper_L_t_0","Amygdala_L_t_0",61
"Rolandic_Oper_R_t_0","Amygdala_L_t_0",45
"Scan_no_t_0","Amygdala_L_t_0",19
"Supp_Motor_Area_L_t_0","Amygdala_L_t_0",40
"Supp_Motor_Area_R_t_0","Amygdala_L_t_0",30
"SupraMarginal_L_t_0","Amygdala_L_t_0",43
"SupraMarginal_R_t_0","Amygdala_L_t_0",50
"Temporal_Inf_L_t_0","Amygdala_L_t_0",27
"Temporal_Inf_R_t_0","Amygdala_L_t_0",26
"Temporal_Mid_L_t_0","Amygdala_L_t_0",43
"Temporal_Mid_R_t_0","Amygdala_L_t_0",37
"Temporal_Pole_Mid_L_t_0","Amygdala_L_t_0",27
"Temporal_Pole_Mid_R_t_0","Amygdala_L_t_0",34
"Temporal_Pole_Sup_L_t_0","Amygdala_L_t_0",58
"Temporal_Pole_Sup_R_t_0","Amygdala_L_t_0",27
"Temporal_Sup_L_t_0","Amygdala_L_t_0",34
"Temporal_Sup_R_t_0","Amygdala_L_t_0",44
"Thalamus_L_t_0","Amygdala_L_t_0",62
"Thalamus_R_t_0","Amygdala_L_t_0",28
"Vermis_1_2_t_0","Amygdala_L_t_0",27
"Vermis_10_t_0","Amygdala_L_t_0",14
"Vermis_3_t_0","Amygdala_L_t_0",49
"Vermis_4_5_t_0","Amygdala_L_t_0",37
"Vermis_6_t_0","Amygdala_L_t_0",36
"Vermis_7_t_0","Amygdala_L_t_0",31
"Vermis_8_t_0","Amygdala_L_t_0",32
"Vermis_9_t_0","Amygdala_L_t_0",28
"Amygdala_R_t_1","Amygdala_L_t_1",49
"Angular_L_t_1","Amygdala_L_t_1",44
"Angular_R_t_1","Amygdala_L_t_1",33
"Calcarine_L_t_1","Amygdala_L_t_1",67
"Calcarine_R_t_1","Amygdala_L_t_1",62
"Caudate_L_t_1","Amygdala_L_t_1",51
"Caudate_R_t_1","Amygdala_L_t_1",36
"Cerebelum_10_L_t_1","Amygdala_L_t_1",32
"Cerebelum_10_R_t_1","Amygdala_L_t_1",36
"Cerebelum_3_L_t_1","Amygdala_L_t_1",45
"Cerebelum_3_R_t_1","Amygdala_L_t_1",28
"Cerebelum_4_5_L_t_1","Amygdala_L_t_1",44
"Cerebelum_4_5_R_t_1","Amygdala_L_t_1",56
"Cerebelum_6_L_t_1","Amygdala_L_t_1",47
"Cerebelum_6_R_t_1","Amygdala_L_t_1",49
"Cerebelum_7b_L_t_1","Amygdala_L_t_1",32
"Cerebelum_7b_R_t_1","Amygdala_L_t_1",32
"Cerebelum_8_L_t_1","Amygdala_L_t_1",23
"Cerebelum_8_R_t_1","Amygdala_L_t_1",43
"Cerebelum_9_L_t_1","Amygdala_L_t_1",30
"Cerebelum_9_R_t_1","Amygdala_L_t_1",32
"Cerebelum_Crus1_L_t_1","Amygdala_L_t_1",31
"Cerebelum_Crus1_R_t_1","Amygdala_L_t_1",34
"Cerebelum_Crus2_L_t_1","Amygdala_L_t_1",25
"Cerebelum_Crus2_R_t_1","Amygdala_L_t_1",29
"Cingulum_Ant_L_t_1","Amygdala_L_t_1",66
"Cingulum_Ant_R_t_1","Amygdala_L_t_1",55
"Cingulum_Mid_L_t_1","Amygdala_L_t_1",65
"Cingulum_Mid_R_t_1","Amygdala_L_t_1",45
"Cingulum_Post_L_t_1","Amygdala_L_t_1",41
"Cingulum_Post_R_t_1","Amygdala_L_t_1",33
"Cuneus_L_t_1","Amygdala_L_t_1",44
"Cuneus_R_t_1","Amygdala_L_t_1",41
"DVARS_t_1","Amygdala_L_t_1",39
"Frontal_Inf_Oper_L_t_1","Amygdala_L_t_1",57
"Frontal_Inf_Oper_R_t_1","Amygdala_L_t_1",33
"Frontal_Inf_Orb_L_t_1","Amygdala_L_t_1",57
"Frontal_Inf_Orb_R_t_1","Amygdala_L_t_1",27
"Frontal_Inf_Tri_L_t_1","Amygdala_L_t_1",39
"Frontal_Inf_Tri_R_t_1","Amygdala_L_t_1",47
"Frontal_Med_Orb_L_t_1","Amygdala_L_t_1",36
"Frontal_Med_Orb_R_t_1","Amygdala_L_t_1",25
"Frontal_Mid_L_t_1","Amygdala_L_t_1",27
"Frontal_Mid_Orb_L_t_1","Amygdala_L_t_1",48
"Frontal_Mid_Orb_R_t_1","Amygdala_L_t_1",45
"Frontal_Mid_R_t_1","Amygdala_L_t_1",36
"Frontal_Sup_L_t_1","Amygdala_L_t_1",33
"Frontal_Sup_Medial_L_t_1","Amygdala_L_t_1",46
"Frontal_Sup_Medial_R_t_1","Amygdala_L_t_1",61
"Frontal_Sup_Orb_L_t_1","Amygdala_L_t_1",38
"Frontal_Sup_Orb_R_t_1","Amygdala_L_t_1",37
"Frontal_Sup_R_t_1","Amygdala_L_t_1",26
"Fusiform_L_t_1","Amygdala_L_t_1",39
"Fusiform_R_t_1","Amygdala_L_t_1",36
"Heschl_L_t_1","Amygdala_L_t_1",35
"Heschl_R_t_1","Amygdala_L_t_1",30
"Hippocampus_L_t_1","Amygdala_L_t_1",76
"Hippocampus_R_t_1","Amygdala_L_t_1",55
"Insula_L_t_1","Amygdala_L_t_1",79
"Insula_R_t_1","Amygdala_L_t_1",49
"Lingual_L_t_1","Amygdala_L_t_1",55
"Lingual_R_t_1","Amygdala_L_t_1",60
"Occipital_Inf_L_t_1","Amygdala_L_t_1",39
"Occipital_Inf_R_t_1","Amygdala_L_t_1",43
"Occipital_Mid_L_t_1","Amygdala_L_t_1",40
"Occipital_Mid_R_t_1","Amygdala_L_t_1",38
"Occipital_Sup_L_t_1","Amygdala_L_t_1",45
"Occipital_Sup_R_t_1","Amygdala_L_t_1",54
"Olfactory_L_t_1","Amygdala_L_t_1",42
"Olfactory_R_t_1","Amygdala_L_t_1",36
"Pallidum_L_t_1","Amygdala_L_t_1",28
"Pallidum_R_t_1","Amygdala_L_t_1",28
"Paracentral_Lobule_L_t_1","Amygdala_L_t_1",27
"Paracentral_Lobule_R_t_1","Amygdala_L_t_1",43
"ParaHippocampal_L_t_1","Amygdala_L_t_1",48
"ParaHippocampal_R_t_1","Amygdala_L_t_1",39
"Parietal_Inf_L_t_1","Amygdala_L_t_1",50
"Parietal_Inf_R_t_1","Amygdala_L_t_1",36
"Parietal_Sup_L_t_1","Amygdala_L_t_1",49
"Parietal_Sup_R_t_1","Amygdala_L_t_1",41
"Postcentral_L_t_1","Amygdala_L_t_1",57
"Postcentral_R_t_1","Amygdala_L_t_1",49
"Precentral_L_t_1","Amygdala_L_t_1",45
"Precentral_R_t_1","Amygdala_L_t_1",30
"Precuneus_L_t_1","Amygdala_L_t_1",61
"Precuneus_R_t_1","Amygdala_L_t_1",53
"Putamen_L_t_1","Amygdala_L_t_1",56
"Putamen_R_t_1","Amygdala_L_t_1",21
"Rectus_L_t_1","Amygdala_L_t_1",43
"Rectus_R_t_1","Amygdala_L_t_1",33
"Rolandic_Oper_L_t_1","Amygdala_L_t_1",61
"Rolandic_Oper_R_t_1","Amygdala_L_t_1",45
"Scan_no_t_1","Amygdala_L_t_1",19
"Supp_Motor_Area_L_t_1","Amygdala_L_t_1",40
"Supp_Motor_Area_R_t_1","Amygdala_L_t_1",30
"SupraMarginal_L_t_1","Amygdala_L_t_1",43
"SupraMarginal_R_t_1","Amygdala_L_t_1",50
"Temporal_Inf_L_t_1","Amygdala_L_t_1",27
"Temporal_Inf_R_t_1","Amygdala_L_t_1",26
"Temporal_Mid_L_t_1","Amygdala_L_t_1",43
"Temporal_Mid_R_t_1","Amygdala_L_t_1",37
"Temporal_Pole_Mid_L_t_1","Amygdala_L_t_1",27
"Temporal_Pole_Mid_R_t_1","Amygdala_L_t_1",34
"Temporal_Pole_Sup_L_t_1","Amygdala_L_t_1",58
"Temporal_Pole_Sup_R_t_1","Amygdala_L_t_1",27
"Temporal_Sup_L_t_1","Amygdala_L_t_1",34
"Temporal_Sup_R_t_1","Amygdala_L_t_1",44
"Thalamus_L_t_1","Amygdala_L_t_1",62
"Thalamus_R_t_1","Amygdala_L_t_1",28
"Vermis_1_2_t_1","Amygdala_L_t_1",27
"Vermis_10_t_1","Amygdala_L_t_1",14
"Vermis_3_t_1","Amygdala_L_t_1",49
"Vermis_4_5_t_1","Amygdala_L_t_1",37
"Vermis_6_t_1","Amygdala_L_t_1",36
"Vermis_7_t_1","Amygdala_L_t_1",31
"Vermis_8_t_1","Amygdala_L_t_1",32
"Vermis_9_t_1","Amygdala_L_t_1",28
"Amygdala_L_t_0","Amygdala_R_t_0",51
"Amygdala_L_t_1","Amygdala_R_t_0",5
"Amygdala_R_t_1","Amygdala_R_t_0",100
"Angular_L_t_0","Amygdala_R_t_0",54
"Angular_R_t_0","Amygdala_R_t_0",42
"Angular_R_t_1","Amygdala_R_t_0",1
"Calcarine_L_t_0","Amygdala_R_t_0",64
"Calcarine_R_t_0","Amygdala_R_t_0",53
"Calcarine_R_t_1","Amygdala_R_t_0",1
"Caudate_L_t_0","Amygdala_R_t_0",55
"Caudate_R_t_0","Amygdala_R_t_0",33
"Cerebelum_10_L_t_0","Amygdala_R_t_0",36
"Cerebelum_10_R_t_0","Amygdala_R_t_0",42
"Cerebelum_3_L_t_0","Amygdala_R_t_0",44
"Cerebelum_3_R_t_0","Amygdala_R_t_0",41
"Cerebelum_3_R_t_1","Amygdala_R_t_0",4
"Cerebelum_4_5_L_t_0","Amygdala_R_t_0",59
"Cerebelum_4_5_L_t_1","Amygdala_R_t_0",1
"Cerebelum_4_5_R_t_0","Amygdala_R_t_0",64
"Cerebelum_4_5_R_t_1","Amygdala_R_t_0",2
"Cerebelum_6_L_t_0","Amygdala_R_t_0",47
"Cerebelum_6_R_t_0","Amygdala_R_t_0",48
"Cerebelum_6_R_t_1","Amygdala_R_t_0",1
"Cerebelum_7b_L_t_0","Amygdala_R_t_0",30
"Cerebelum_7b_R_t_0","Amygdala_R_t_0",30
"Cerebelum_8_L_t_0","Amygdala_R_t_0",14
"Cerebelum_8_R_t_0","Amygdala_R_t_0",41
"Cerebelum_9_L_t_0","Amygdala_R_t_0",41
"Cerebelum_9_R_t_0","Amygdala_R_t_0",39
"Cerebelum_Crus1_L_t_0","Amygdala_R_t_0",35
"Cerebelum_Crus1_R_t_0","Amygdala_R_t_0",39
"Cerebelum_Crus2_L_t_0","Amygdala_R_t_0",29
"Cerebelum_Crus2_L_t_1","Amygdala_R_t_0",1
"Cerebelum_Crus2_R_t_0","Amygdala_R_t_0",34
"Cingulum_Ant_L_t_0","Amygdala_R_t_0",55
"Cingulum_Ant_R_t_0","Amygdala_R_t_0",54
"Cingulum_Mid_L_t_0","Amygdala_R_t_0",73
"Cingulum_Mid_R_t_0","Amygdala_R_t_0",68
"Cingulum_Post_L_t_0","Amygdala_R_t_0",43
"Cingulum_Post_R_t_0","Amygdala_R_t_0",38
"Cuneus_L_t_0","Amygdala_R_t_0",58
"Cuneus_L_t_1","Amygdala_R_t_0",1
"Cuneus_R_t_0","Amygdala_R_t_0",56
"Cuneus_R_t_1","Amygdala_R_t_0",1
"DVARS_t_0","Amygdala_R_t_0",21
"DVARS_t_1","Amygdala_R_t_0",19
"Frontal_Inf_Oper_L_t_0","Amygdala_R_t_0",49
"Frontal_Inf_Oper_R_t_0","Amygdala_R_t_0",35
"Frontal_Inf_Orb_L_t_0","Amygdala_R_t_0",62
"Frontal_Inf_Orb_R_t_0","Amygdala_R_t_0",31
"Frontal_Inf_Tri_L_t_0","Amygdala_R_t_0",52
"Frontal_Inf_Tri_R_t_0","Amygdala_R_t_0",44
"Frontal_Med_Orb_L_t_0","Amygdala_R_t_0",39
"Frontal_Med_Orb_R_t_0","Amygdala_R_t_0",26
"Frontal_Med_Orb_R_t_1","Amygdala_R_t_0",1
"Frontal_Mid_L_t_0","Amygdala_R_t_0",35
"Frontal_Mid_Orb_L_t_0","Amygdala_R_t_0",50
"Frontal_Mid_Orb_R_t_0","Amygdala_R_t_0",49
"Frontal_Mid_R_t_0","Amygdala_R_t_0",41
"Frontal_Sup_L_t_0","Amygdala_R_t_0",32
"Frontal_Sup_Medial_L_t_0","Amygdala_R_t_0",44
"Frontal_Sup_Medial_R_t_0","Amygdala_R_t_0",61
"Frontal_Sup_Orb_L_t_0","Amygdala_R_t_0",40
"Frontal_Sup_Orb_R_t_0","Amygdala_R_t_0",34
"Frontal_Sup_R_t_0","Amygdala_R_t_0",26
"Fusiform_L_t_0","Amygdala_R_t_0",37
"Fusiform_R_t_0","Amygdala_R_t_0",32
"Heschl_L_t_0","Amygdala_R_t_0",43
"Heschl_R_t_0","Amygdala_R_t_0",37
"Hippocampus_L_t_0","Amygdala_R_t_0",50
"Hippocampus_R_t_0","Amygdala_R_t_0",94
"Insula_L_t_0","Amygdala_R_t_0",53
"Insula_R_t_0","Amygdala_R_t_0",51
"Lingual_L_t_0","Amygdala_R_t_0",53
"Lingual_R_t_0","Amygdala_R_t_0",56
"Occipital_Inf_L_t_0","Amygdala_R_t_0",43
"Occipital_Inf_R_t_0","Amygdala_R_t_0",46
"Occipital_Mid_L_t_0","Amygdala_R_t_0",47
"Occipital_Mid_R_t_0","Amygdala_R_t_0",37
"Occipital_Sup_L_t_0","Amygdala_R_t_0",50
"Occipital_Sup_R_t_0","Amygdala_R_t_0",47
"Occipital_Sup_R_t_1","Amygdala_R_t_0",1
"Olfactory_L_t_0","Amygdala_R_t_0",51
"Olfactory_R_t_0","Amygdala_R_t_0",35
"Olfactory_R_t_1","Amygdala_R_t_0",1
"Pallidum_L_t_0","Amygdala_R_t_0",46
"Pallidum_R_t_0","Amygdala_R_t_0",34
"Paracentral_Lobule_L_t_0","Amygdala_R_t_0",35
"Paracentral_Lobule_R_t_0","Amygdala_R_t_0",62
"ParaHippocampal_L_t_0","Amygdala_R_t_0",51
"ParaHippocampal_R_t_0","Amygdala_R_t_0",29
"Parietal_Inf_L_t_0","Amygdala_R_t_0",58
"Parietal_Inf_R_t_0","Amygdala_R_t_0",41
"Parietal_Sup_L_t_0","Amygdala_R_t_0",49
"Parietal_Sup_R_t_0","Amygdala_R_t_0",54
"Parietal_Sup_R_t_1","Amygdala_R_t_0",1
"Postcentral_L_t_0","Amygdala_R_t_0",59
"Postcentral_R_t_0","Amygdala_R_t_0",48
"Precentral_L_t_0","Amygdala_R_t_0",49
"Precentral_R_t_0","Amygdala_R_t_0",30
"Precuneus_L_t_0","Amygdala_R_t_0",71
"Precuneus_R_t_0","Amygdala_R_t_0",64
"Putamen_L_t_0","Amygdala_R_t_0",46
"Putamen_R_t_0","Amygdala_R_t_0",27
"Rectus_L_t_0","Amygdala_R_t_0",48
"Rectus_R_t_0","Amygdala_R_t_0",32
"Rolandic_Oper_L_t_0","Amygdala_R_t_0",56
"Rolandic_Oper_R_t_0","Amygdala_R_t_0",56
"Scan_no_t_0","Amygdala_R_t_0",11
"Supp_Motor_Area_L_t_0","Amygdala_R_t_0",54
"Supp_Motor_Area_R_t_0","Amygdala_R_t_0",28
"SupraMarginal_L_t_0","Amygdala_R_t_0",64
"SupraMarginal_R_t_0","Amygdala_R_t_0",42
"Temporal_Inf_L_t_0","Amygdala_R_t_0",37
"Temporal_Inf_R_t_0","Amygdala_R_t_0",19
"Temporal_Mid_L_t_0","Amygdala_R_t_0",50
"Temporal_Mid_R_t_0","Amygdala_R_t_0",34
"Temporal_Mid_R_t_1","Amygdala_R_t_0",1
"Temporal_Pole_Mid_L_t_0","Amygdala_R_t_0",40
"Temporal_Pole_Mid_R_t_0","Amygdala_R_t_0",21
"Temporal_Pole_Sup_L_t_0","Amygdala_R_t_0",49
"Temporal_Pole_Sup_R_t_0","Amygdala_R_t_0",23
"Temporal_Sup_L_t_0","Amygdala_R_t_0",57
"Temporal_Sup_R_t_0","Amygdala_R_t_0",52
"Thalamus_L_t_0","Amygdala_R_t_0",65
"Thalamus_R_t_0","Amygdala_R_t_0",40
"Vermis_1_2_t_0","Amygdala_R_t_0",28
"Vermis_1_2_t_1","Amygdala_R_t_0",2
"Vermis_10_t_0","Amygdala_R_t_0",22
"Vermis_3_t_0","Amygdala_R_t_0",48
"Vermis_3_t_1","Amygdala_R_t_0",2
"Vermis_4_5_t_0","Amygdala_R_t_0",46
"Vermis_6_t_0","Amygdala_R_t_0",40
"Vermis_7_t_0","Amygdala_R_t_0",30
"Vermis_8_t_0","Amygdala_R_t_0",35
"Vermis_9_t_0","Amygdala_R_t_0",41
"Vermis_9_t_1","Amygdala_R_t_0",1
"Amygdala_L_t_1","Amygdala_R_t_1",51
"Angular_L_t_1","Amygdala_R_t_1",54
"Angular_R_t_1","Amygdala_R_t_1",42
"Calcarine_L_t_1","Amygdala_R_t_1",64
"Calcarine_R_t_1","Amygdala_R_t_1",53
"Caudate_L_t_1","Amygdala_R_t_1",55
"Caudate_R_t_1","Amygdala_R_t_1",33
"Cerebelum_10_L_t_1","Amygdala_R_t_1",36
"Cerebelum_10_R_t_1","Amygdala_R_t_1",42
"Cerebelum_3_L_t_1","Amygdala_R_t_1",44
"Cerebelum_3_R_t_1","Amygdala_R_t_1",41
"Cerebelum_4_5_L_t_1","Amygdala_R_t_1",59
"Cerebelum_4_5_R_t_1","Amygdala_R_t_1",64
"Cerebelum_6_L_t_1","Amygdala_R_t_1",47
"Cerebelum_6_R_t_1","Amygdala_R_t_1",48
"Cerebelum_7b_L_t_1","Amygdala_R_t_1",30
"Cerebelum_7b_R_t_1","Amygdala_R_t_1",30
"Cerebelum_8_L_t_1","Amygdala_R_t_1",14
"Cerebelum_8_R_t_1","Amygdala_R_t_1",41
"Cerebelum_9_L_t_1","Amygdala_R_t_1",41
"Cerebelum_9_R_t_1","Amygdala_R_t_1",39
"Cerebelum_Crus1_L_t_1","Amygdala_R_t_1",35
"Cerebelum_Crus1_R_t_1","Amygdala_R_t_1",39
"Cerebelum_Crus2_L_t_1","Amygdala_R_t_1",29
"Cerebelum_Crus2_R_t_1","Amygdala_R_t_1",34
"Cingulum_Ant_L_t_1","Amygdala_R_t_1",55
"Cingulum_Ant_R_t_1","Amygdala_R_t_1",54
"Cingulum_Mid_L_t_1","Amygdala_R_t_1",73
"Cingulum_Mid_R_t_1","Amygdala_R_t_1",68
"Cingulum_Post_L_t_1","Amygdala_R_t_1",43
"Cingulum_Post_R_t_1","Amygdala_R_t_1",38
"Cuneus_L_t_1","Amygdala_R_t_1",58
"Cuneus_R_t_1","Amygdala_R_t_1",56
"DVARS_t_1","Amygdala_R_t_1",21
"Frontal_Inf_Oper_L_t_1","Amygdala_R_t_1",49
"Frontal_Inf_Oper_R_t_1","Amygdala_R_t_1",35
"Frontal_Inf_Orb_L_t_1","Amygdala_R_t_1",62
"Frontal_Inf_Orb_R_t_1","Amygdala_R_t_1",31
"Frontal_Inf_Tri_L_t_1","Amygdala_R_t_1",52
"Frontal_Inf_Tri_R_t_1","Amygdala_R_t_1",44
"Frontal_Med_Orb_L_t_1","Amygdala_R_t_1",39
"Frontal_Med_Orb_R_t_1","Amygdala_R_t_1",26
"Frontal_Mid_L_t_1","Amygdala_R_t_1",35
"Frontal_Mid_Orb_L_t_1","Amygdala_R_t_1",50
"Frontal_Mid_Orb_R_t_1","Amygdala_R_t_1",49
"Frontal_Mid_R_t_1","Amygdala_R_t_1",41
"Frontal_Sup_L_t_1","Amygdala_R_t_1",32
"Frontal_Sup_Medial_L_t_1","Amygdala_R_t_1",44
"Frontal_Sup_Medial_R_t_1","Amygdala_R_t_1",61
"Frontal_Sup_Orb_L_t_1","Amygdala_R_t_1",40
"Frontal_Sup_Orb_R_t_1","Amygdala_R_t_1",34
"Frontal_Sup_R_t_1","Amygdala_R_t_1",26
"Fusiform_L_t_1","Amygdala_R_t_1",37
"Fusiform_R_t_1","Amygdala_R_t_1",32
"Heschl_L_t_1","Amygdala_R_t_1",43
"Heschl_R_t_1","Amygdala_R_t_1",37
"Hippocampus_L_t_1","Amygdala_R_t_1",50
"Hippocampus_R_t_1","Amygdala_R_t_1",94
"Insula_L_t_1","Amygdala_R_t_1",53
"Insula_R_t_1","Amygdala_R_t_1",51
"Lingual_L_t_1","Amygdala_R_t_1",53
"Lingual_R_t_1","Amygdala_R_t_1",56
"Occipital_Inf_L_t_1","Amygdala_R_t_1",43
"Occipital_Inf_R_t_1","Amygdala_R_t_1",46
"Occipital_Mid_L_t_1","Amygdala_R_t_1",47
"Occipital_Mid_R_t_1","Amygdala_R_t_1",37
"Occipital_Sup_L_t_1","Amygdala_R_t_1",50
"Occipital_Sup_R_t_1","Amygdala_R_t_1",47
"Olfactory_L_t_1","Amygdala_R_t_1",51
"Olfactory_R_t_1","Amygdala_R_t_1",35
"Pallidum_L_t_1","Amygdala_R_t_1",46
"Pallidum_R_t_1","Amygdala_R_t_1",34
"Paracentral_Lobule_L_t_1","Amygdala_R_t_1",35
"Paracentral_Lobule_R_t_1","Amygdala_R_t_1",62
"ParaHippocampal_L_t_1","Amygdala_R_t_1",51
"ParaHippocampal_R_t_1","Amygdala_R_t_1",29
"Parietal_Inf_L_t_1","Amygdala_R_t_1",58
"Parietal_Inf_R_t_1","Amygdala_R_t_1",41
"Parietal_Sup_L_t_1","Amygdala_R_t_1",49
"Parietal_Sup_R_t_1","Amygdala_R_t_1",54
"Postcentral_L_t_1","Amygdala_R_t_1",59
"Postcentral_R_t_1","Amygdala_R_t_1",48
"Precentral_L_t_1","Amygdala_R_t_1",49
"Precentral_R_t_1","Amygdala_R_t_1",30
"Precuneus_L_t_1","Amygdala_R_t_1",71
"Precuneus_R_t_1","Amygdala_R_t_1",64
"Putamen_L_t_1","Amygdala_R_t_1",46
"Putamen_R_t_1","Amygdala_R_t_1",27
"Rectus_L_t_1","Amygdala_R_t_1",48
"Rectus_R_t_1","Amygdala_R_t_1",32
"Rolandic_Oper_L_t_1","Amygdala_R_t_1",56
"Rolandic_Oper_R_t_1","Amygdala_R_t_1",56
"Scan_no_t_1","Amygdala_R_t_1",11
"Supp_Motor_Area_L_t_1","Amygdala_R_t_1",54
"Supp_Motor_Area_R_t_1","Amygdala_R_t_1",28
"SupraMarginal_L_t_1","Amygdala_R_t_1",64
"SupraMarginal_R_t_1","Amygdala_R_t_1",42
"Temporal_Inf_L_t_1","Amygdala_R_t_1",37
"Temporal_Inf_R_t_1","Amygdala_R_t_1",19
